@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
bien, 'Commentaire Superbe application suis d accord est notes serait pourvoir faire annotations juste côté texte exemple redire '
bien, 'Super appli lecture Commentaire Super appli peux choisir couleurs fond écran écriture possède système défilement autom texte '
bien, 'Impect Application fonctionne a possibilité faire réglage '
bien, 'meilleur signalement prises notes serait nécessaire malheureux postit fait pitié '
bien, 'Commentaire Dommage lecture payante cest parfait '
bien, 'Commentaire ai fais installer entourage must have '
bien, 'Excellente bonne application possibilités '
bien, 'cool Commentaire Super site lire souligner '
bien, 'Super lecteur Commentaire stable agréable a utiliser '
mauvais, 'notes perdues Commentaire mois préparations notes surlignage ont disparus coup ai déplacé renommé dossiers fichiers soit juste dirait application fait retour arrière mois seules notes surlignages mois sont faut faire qq chose rend application Dommage utilise jours aimais '
bien, 'Awesome Commentaire Love all the options app '
bien, 'Commentaire allait Et d coup faut payer '
bien, 'Commentaire application rien redire '
mauvais, 'Commentaire Plante '
bien, 'Sehr schon Commentaire Appli parfaite '
bien, 'Commentaire Rien redire '
bien, 'Commentaire Appli indispensable recommandée '
bien, 'Commentaire Bonne application '
bien, 'Commentaire Bonne application '
bien, 'Commentaire Parfait '
bien, 'top Commentaire sobre efficace '
bien, 'Commentaire '
bien, 'Commentaire Excellent '
bien, 'Commentaire Super '
bien, 'Commentaire '
bien, 'Commentaire Bonne application ebook importation livre est laborieuse rangement bibliothèque fois règles détails cinquième étoiles sera méritées '
bien, 'Utilisatrice fréquente Commentaire Facile utiliser application répond attentes Dommage pdf soient lisibles version pro '
bien, 'Commentaire bonne application Pratique fonctionnelle '
bien, 'Commentaire vrai bonheur utilisation concepteurs '
bien, 'Commentaire Application pratique '
mauvais, 'french Commentaire Déçu dur trouver titres français '
bien, 'Commentaire meilleurs lecteur ebook '
bien, 'Commentaire suis content images peut grand ai quitter montanot est débutants devrais simplifiée bibliothèques prés garder étoile mérité est bonne continuation '
bien, 'Commentaire Plutot '
neutre, 'Commentaire '
bien, 'Super application Commentaire aurai pensé pouvoir lire tablette grâce est possible Merci '
bien, 'Commentaire Excellente application manque possibilité prendre notes pense doit être version payante '
bien, 'apprécié suis mordu livres application est simple utilisation livres sont organisés est utilisée logiciel '
bien, 'étoiles a virus peux télécharger minecraft aiessayer télécharger version récente(0.10.0 suis dégouter '
bien, 'Telecharge Commentaire dommage est parametres indiquer destination(chemin fichier qu puisse envoyer carte sd ext '
bien, ''
bien, 'Superbe Tres bonne apli '
bien, 'Commentaire Cool faut savoir servir jeu sont fake faut prendre bonne version galère utile '
bien, 'Merci 4shared ***** ai mis etoiles pouvais aurais mis ai conseillé appli a potes est genial '
bien, 'Parfait truc dérange minecraft arrive a jouer multijoueur '
bien, 'ai aimer adorer grace a applis pourrai telecharger minecraft mc2,3 gta plein d autres applis EST Cc super pouvez telecharger '
bien, 'Cool Set application cool pouvez faire mise a jours quan recherche jeu geometry dash exemple télécharge un autre apply marche tout feser mise a jour clique bon resulta coup a fois SSSSSSVVVVVVPPPPPP '
bien, 'jai u minecraft pe gratuit full game jeu complet '
bien, 'galaxie s5 Commentaire a dire joli app est merci formidable app '
mauvais, 'pige perso pige veux telecharger truc veuiller mettre ect ect Merci regle gros beuge dsl faute doctografe '
bien, 'Cool Cool aplis payante besoin payer problem est a jeux maleresemant facon est '
bien, 'Love love 4shared I\'m verry content logiciel crack the video games '
bien, 'pouvez hacker n importe jeu entrant nom lz telecharger '
bien, 'Application est inutiles es gratuit '
bien, 'Cool Commentaire Instaler j ai minecraft pocket edition gratuit gras a 4shared photo drs vidéo quensail instaler ok salut '
bien, 'Commentaire trop avoir jeux son payant store minecraft '
bien, 'parfait fichiers fonctionnent étoile '
bien, 'Parfait Commentaire Super appli tt marche tres a dire '
bien, 'Commentaire version pro ont doit renommer extension fichier apk fichier installe ???? version pro '
bien, 'application est génial pouvez télécharger photos vidéos application music '
mauvais, 'Problème ai tablettes père mère père marche mère peux télécharger c est tablette mère beug '
bien, 'utile '
bien, 'peut telecharger veux cool '
bien, 'Commentaire est génial icôn tombe fauce apk '
bien, 'bonne application Commentaire mise a jour a changer avis Parfais merci '
bien, 'trop cool truc est gratuit peut avoir gratuitemen '
mauvais, 'merde Commentaire gas telecharger jeu c merde parce-que perso j ai telecharger est j ai voulu metre gta mi peut jouer est envoie virus tel allors telecharger '
bien, 'Acer liquid z5 Commentaire appli est bombe O faut télécharger conseille '
mauvais, 'jeux ont virus sont fake est chiant jeux ont virus seul minecraft est seul marche déçu '
bien, 'Anis gasmi Commentaire seul bcp apps infectés autres exigent téléchargement jeux ouvrir fichiers '
neutre, 'cherche jeu donne plein logiciel différents jeu super '
bien, 'Commentaire cool cool cool cool cool cool cool cool cool cool cool cool cool cool '
mauvais, 'Commentaire pige télécharge a problème d analyse stockage c est nuuuul '
bien, 'Cool cool cool cool cool cool Commentaire '
bien, 'Super cool cool cool cool cool '
bien, 'Cool Cool cool cool cool cool '
bien, 'COOL '
neutre, 'Commentaire Cest juste clique jeux fauts améliorer chose '
neutre, 'Commentaire vidéo coupe coup novice suis obligé aller voir autre plateforme voir faire A corrigé svp '
bien, 'top Commentaire Application parfaite '
bien, 'Commentaire Terrible courbatures terrible '
neutre, 'Commentaire terrible '
mauvais, 'Dommage Impossibles s inscrire probleme adresse email continué dommage suite c est payant Bon j ai fais nouvelles tentatives c est veux différents email dommage semaines pareil ca viens S3 '
bien, 'bonne application Commentaire Superbe recommande veulent commencer progresser découvrir nouvelle méthode travail Convient femmes faire seul amis camarades Travaille physique mental mental. Devenez freeathletes '
bien, 'Sportif Commentaire Super application passer êtes plein coaching '
bien, 'frénétique Commentaire Super appli motivante bon courage '
bien, 'est top Commentaire Top ? ? aime souffrir avoir résultats '
bien, 'Génial problème mise jour '
bien, 'Tip top Commentaire vraie tuerie programme '
bien, 'Commentaire Bonjour excellent application suis arrivé bout abonnement arrive renouveler faire merci réponses '
bien, 'Génial Commentaire Super application veulent bouger coach est vraie motivation '
bien, 'Problème chrono mise jour Commentaire chrono remet zéro passe autre appli '
bien, 'Mise jour compète Commentaire Rien redire est top '
bien, 'concentré exercices Parfait '
bien, 'Commentaire '
bien, 'Juste parfaite Adieu salles sport a freeletic a quil faut pourdevenir veritable athlete '
bien, 'Samsung galaxy note Commentaire Appli super français serait top '
bien, 'Super Commentaire Nouvelle version warmup strech '
bien, 'Parfaite Parfaite enlève étoile a anglais '
bien, 'part Renée '
mauvais, 'est passé application € Commentaire Bonjour prendre coach avais acheté application freeletics € ai changé téléphone aperçois application ai disponible faire rembourser récupérer ai acheté Merci avance Chris athlète freeletics Serait demander avoir réponse '
bien, 'Commentaire Top '
mauvais, 'Nouvelle mise jour Commentaire ai photos exercices depuist dernière mise jour '
bien, '*ouch* but worth it '
bien, 'life changing app Commentaire simply amazing how fit i got in weeks only '
bien, 'Parfait bonne application conseille mode coach est complet adapté oublié faire étirements ai réussi faire =P rassure accuse application recommande exercices monde '
bien, 'Coach offline Commentaire acces coach ligne sauvegarder resultats uploader fois ligne rendrait appli tres proche etoiles parfait compagnon faire sport soit '
neutre, 'mal Commentaire suis semaine est intense programme haha Incluez échauffements étirements appli sera pratique '
bien, '
bien, 'top Commentaire Appli faite Accès gratuits workout ai pris coach profitant promo est dur sent dit manque mode offline échauffement étirements vocal français '
mauvais, 'Lose login and time progression Commentaire need to log in every time launch the app and during workout if quit the app to watch an exercice\'s video for exemple the workout just start over and lose the timer '
bien, 'Tres bonne appli Commentaire genial progres important tres exercices sont tres sympa seul bemol GPS est tres etre precis a compter parcour 5km '
bien, 'top Commentaire Manque juste tit rappel temps temps louper entraînements '
bien, 'Commentaire préférez davan ny '
bien, 'Top Commentaire facile début essayer est adopter '
bien, 'Super Commentaire Bonne appli Fonctionne bonne amélioration serait pouvoir programmer série exercice faire derniere etoile viendra genre fonctionnalité '
bien, 'Commentaire moyen ouvrir videos '
bien, 'Commentaire essayer est adopter '
bien, 'Commentaire Meme petite fleur vas petit doigt est beau '
bien, 'a a dire tou jour fait note sont tres realiste g inventé superbe melodie grace a piano '
bien, 'Bon jeu Commentaire n est nulll est fille fils unique fait passé temps '
bien, 'Nan mai c tro Commentaire bien jmiconnais testeur tonalité sont admirable tre réaliste '
bien, 'Commentaire application ayant place meilleurs vrai outils distraction '
bien, 'Commentaire Waw waw waw waw conseil telecharger aplication a appris faire piano meillere appli ai vu waw '
bien, 'Commentaire est super cool permet passer bon temps '
bien, 'aime Commentaire Cool a place avoir vrai piano '
bien, 'Grâce application j apprend faire piano '
bien, 'suis musitien éclate Commentaire donne envie devenir '
bien, 'Commentaire '
mauvais, 'piano adore aplication ca permet d apprendre a jouer '
bien, 'Commentaire cool '
bien, 'Commentaire jeux est superbe { telecharger}? '
bien, 'Coool '
bien, 'Sérieux Commentaire cool '
bien, 'COOL vais peut être avoir vrais piano petit clavier '
bien, 'Cool adore '
bien, 'Commentaire love shin hye '
bien, 'Cool lieu avoir vrai piano merci technologie '
bien, 'Commentaire suis jeune fille Aime sport '
bien, 'Kool '
bien, 'Super Commentaire bug piano '
bien, 'Commentaire '
bien, 'Cool c tres beau '
bien, 'Commentaire '
bien, 'Commentaire c tros '
bien, 'Commentaire '
bien, 'Commentaire '
bien, 'Commentaire Ilove musique '
bien, 'Commentaire '
